CustomerID,Current_Status,Churn_Probability,Tenure_Months,Monthly_Bill,Contract_Type,Internet_Service,Payment_Method,Risk_Tier
5153-RTHKF,No,0.47171632401164443,34,85.35,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
2038-LLMLM,No,0.47134356099099367,48,103.85,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7442-YGZFK,No,0.4713235779688961,1,49.8,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
9508-ILZDG,No,0.47115457486911466,34,96.35,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1482-OXZSY,No,0.470934259969708,30,100.4,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
4706-DGAHW,No,0.470318865642156,1,45.2,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
6458-CYIDZ,No,0.4700870398553851,5,80.7,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7967-HYCDE,No,0.47003911338322685,8,70.7,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
7421-ZLUPA,No,0.46973153670339,8,29.25,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
4828-FAZPK,No,0.469730806364394,16,79.95,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
9842-EFSYY,No,0.4696453898373268,4,57.2,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
6692-YQHXC,No,0.4688246981724563,16,69.95,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
8108-UXRQN,No,0.4684959257588723,11,50.55,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
3587-PMCOY,No,0.46788076994719047,10,98.9,One year,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
0537-QYZZN,No,0.4677207046230125,24,79.85,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
3352-ALMCK,No,0.4676046151004268,40,102.65,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
6185-TASNN,No,0.4674517377347623,1,46.3,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
2782-LFZVW,No,0.4673767336330174,11,58.95,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
0096-BXERS,No,0.4662807856866298,6,50.35,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
7129-CAKJW,No,0.46487366274100644,17,80.05,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
4553-DVPZG,No,0.4646460228576805,62,101.35,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
9168-INPSZ,No,0.46422591103758076,44,104.15,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
5351-QESIO,No,0.46355410342606623,1,24.2,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
7658-UYUQS,No,0.4630910372652052,21,86.55,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
0277-BKSQP,No,0.4629813925801718,8,54.4,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
8064-RAVOH,No,0.46279551145620385,1,49.85,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
6127-IYJOZ,No,0.4627866378660795,1,45.85,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
8676-OOQEJ,No,0.4625111437283841,4,30.5,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
6048-QBXKL,No,0.4618276914200147,2,56.55,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
6402-EJMWF,No,0.4618229126559597,4,55.3,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
1833-TCXKK,No,0.4617655774784116,45,107.75,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
8819-IMISP,No,0.461559353470077,31,80.45,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
2911-WDXMV,No,0.46136999708889126,18,80.55,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
6377-WHAOX,No,0.46093038664415215,60,106.15,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
5016-IBERQ,No,0.4609168305655161,23,84.25,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7126-RBHSD,No,0.46069582151745764,17,78.9,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
9389-ACWBI,No,0.4601470352938704,5,69.95,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
2874-YXVVA,No,0.4597320573882697,34,105.1,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7404-JLKQG,No,0.4595754791834815,3,57.55,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
3370-GQEAL,No,0.4594009601248966,30,85.45,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1304-BCCFO,No,0.4589958238263284,9,70.05,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
0376-OIWME,No,0.458412994538208,36,93.6,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
2523-EWWZL,No,0.45807521100025106,27,76.1,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
5895-QSXOD,No,0.4568584108679493,9,70.05,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
1346-UFHAX,No,0.45669898206054604,13,80.0,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
3780-YVMFA,No,0.4566969981556897,8,68.55,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
6537-QLGEX,No,0.45661730842776016,16,38.9,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
7483-IQWIB,No,0.45654178374844495,37,92.95,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7268-IGMFD,No,0.4564151070442397,18,93.9,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
1436-ZMJAN,No,0.4564088925806253,10,67.8,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
2122-YWVYA,No,0.45537318363144325,18,75.4,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
6180-YBIQI,No,0.45455113308617434,5,24.3,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
9552-TGUZV,No,0.45446453213441457,8,75.0,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
7048-GXDAY,No,0.45402576144873935,39,106.4,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
2227-JRSJX,No,0.4539600048302704,21,99.15,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
2974-GGUXS,No,0.4533337334410054,36,91.95,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
9053-EJUNL,No,0.4530369320742725,41,89.2,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1329-VHWNP,No,0.45288157325596623,7,25.05,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
3845-JHAMY,No,0.4527760631760083,16,35.5,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
9626-WEQRM,No,0.4523037484456884,4,29.15,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
1101-SSWAG,No,0.4522157189351742,15,51.1,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
1320-REHCS,No,0.45179839260087834,52,110.75,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
0111-KLBQG,No,0.45166681230171274,32,93.95,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
1261-FWTTE,No,0.4511531533497549,23,34.65,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
3071-VBYPO,No,0.4511246437304426,3,89.85,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1452-KIOVK,No,0.4511075011304171,22,89.1,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
3058-WQDRE,No,0.4509091007783922,13,25.15,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
1013-QCWAM,No,0.45087408409261187,66,100.8,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1319-YLZJG,No,0.4507871958826453,12,84.6,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7852-LECYP,No,0.45001408997946146,13,93.8,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
9278-VZKCD,No,0.4495737414566919,52,109.1,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7011-CVEUC,No,0.4487754850275025,25,95.7,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
9272-LSVYH,No,0.44842649010786556,10,70.15,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
3714-NTNFO,No,0.4479341403334826,49,84.5,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
9450-TRJUU,No,0.44789403306979636,35,83.15,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
2085-BOJKI,No,0.4476045257624888,17,96.65,One year,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
9398-MMQTO,No,0.44735594344442003,3,74.45,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
1478-VPOAD,No,0.44695091511608626,1,43.8,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
0804-XBFBV,No,0.44693729236919405,11,25.2,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
7159-FVYPK,No,0.44693460932301243,3,69.15,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
3094-JOJAI,No,0.4466718839634623,18,74.15,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
8785-CJSHH,No,0.4464651619546632,60,99.8,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
4570-QHXHL,No,0.44620872901572,9,43.75,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
0975-VOOVL,No,0.4461655309680949,3,29.2,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
2988-PLAHS,No,0.44611216735128545,3,69.95,One year,DSL,Electronic check,Medium Risk (Monitor/Nurture)
6217-TOWGS,No,0.4452242691279028,17,75.4,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
7181-OQCUT,No,0.4447489078974074,21,103.85,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
6907-FLBER,No,0.44422679406238286,1,54.3,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5916-QEWPT,No,0.44418652127365454,2,69.0,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
5331-RGMTT,No,0.44383451780034106,54,99.05,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
9281-OFDMF,No,0.4422140331665859,39,90.7,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
5175-WLYXL,No,0.4421695967698971,22,78.85,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
6693-FRIRW,No,0.4407619607834423,18,101.3,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
3161-GETRM,No,0.44076160607405357,34,90.05,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
9214-EKVXR,No,0.4406429745850532,1,44.0,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
3737-XBQDD,No,0.4405494504223198,24,84.85,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
1550-EENBN,No,0.440419799886761,31,104.35,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
5349-AZPEW,No,0.44030825101415494,5,25.05,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
9522-BNTHX,No,0.43924823197913687,34,56.25,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
7636-OWBPG,No,0.43895294796411566,12,29.35,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
5609-IMCGG,No,0.438883268417058,15,84.35,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
7129-ACFOG,No,0.4387380907930536,5,53.8,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
1855-AGAWH,No,0.4387272573928334,31,93.8,One year,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
5129-JLPIS,No,0.4386018730544017,25,105.5,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1866-OBPNR,No,0.4372267992246354,1,74.6,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
2275-RBYQS,No,0.43703453609309606,1,45.4,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
2675-OTVVJ,No,0.43689022728715066,31,89.45,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
6650-VJONK,No,0.4368205197689333,1,43.85,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
2378-VTKDH,No,0.4364939392002163,65,104.35,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
3961-SXAXY,No,0.43630561974196685,1,44.05,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
5716-LIBJC,No,0.43575813031280936,13,104.15,One year,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
8982-NHAVY,No,0.4356697077927153,27,100.5,One year,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
5697-GOMBF,No,0.4351556459618696,28,35.9,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
2587-EKXTS,No,0.43512908994711474,44,111.5,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
3234-VKACU,No,0.43504657429195837,2,70.3,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
1536-HBSWP,No,0.43501393219116835,1,49.9,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
0410-IPFTY,No,0.43478570502460545,31,83.85,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
1728-BQDMA,No,0.43441713826067296,2,44.45,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
0430-IHCDJ,No,0.43427794406987347,15,49.0,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
4801-JZAZL,No,0.43423382011202255,11,29.6,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
2277-DJJDL,No,0.434172112070652,60,99.0,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7813-ZGGAW,No,0.43401104714557687,31,96.6,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
6259-WJQLC,No,0.43393428678332846,32,81.1,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
0177-PXBAT,No,0.43381279369145437,33,109.9,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
1942-OQFRW,No,0.43376624264580976,1,44.0,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
2931-FSOHN,No,0.4336329268574737,13,59.9,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
4459-BBGHE,No,0.4335756325231483,30,44.5,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5356-CSVSQ,No,0.4333774623127936,3,64.6,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5651-YLPRD,No,0.43331293095943063,32,86.1,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
0708-LGSMF,No,0.43298551839712096,13,65.85,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
4948-WBBKL,No,0.4321782993824241,36,74.9,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
5312-UXESG,No,0.4319771652707038,41,98.05,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
3987-KQDDU,No,0.4319557575809347,9,75.6,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
4537-DKTAL,No,0.4316316112084929,2,45.55,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
2476-YGEFM,No,0.4313774463983703,29,76.0,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
8313-KTIHG,No,0.4313376445821733,4,61.3,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
3082-VQXNH,No,0.4312520457871354,3,29.8,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
4465-VDKIQ,No,0.4307598688077871,18,77.8,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7982-VCELR,No,0.42989222549196665,36,94.8,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
4526-ZJJTM,No,0.4297511775247609,25,88.4,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
2921-XWDJH,No,0.4294675960355729,38,83.45,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
3688-FTHLT,No,0.42943357705997925,16,63.05,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
7077-XJMET,No,0.42938951869746034,12,74.15,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
1767-TGTKO,No,0.42901285008249795,8,45.45,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
9793-WECQC,No,0.42851373034916324,23,95.3,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
8058-DMYRU,No,0.4282322055600754,54,90.05,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
2347-WKKAE,No,0.42790947123953926,42,94.4,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
3969-GYXEL,No,0.4277395204341398,11,76.4,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
0701-RFGFI,No,0.4275628386021365,49,95.4,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
2637-FKFSY,No,0.42750340297980827,3,46.1,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
0082-LDZUE,No,0.42724440299101907,1,44.3,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
1910-FMXJM,No,0.4268727382837993,36,80.4,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
4220-TINQT,No,0.42682578531989057,61,106.35,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
5365-LLFYV,No,0.4265435781081745,2,45.85,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
2277-VWCNI,No,0.4262811912284543,4,48.75,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
3278-FSIXX,No,0.4259776646762934,2,45.25,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
1406-PUQVY,No,0.42577789663043925,1,49.9,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
8710-YGLWG,No,0.4257083796266453,1,44.9,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
8950-MTZNV,No,0.4255804419543234,1,44.95,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
8180-AKMJV,No,0.4254696257809893,1,44.55,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
9643-YBLUR,No,0.42510210658308945,9,69.05,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
6741-EGCBI,No,0.42492128716287136,30,90.5,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
3323-CPBWR,No,0.4249140343729118,23,96.9,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
7798-JVXYM,No,0.4240528726566504,14,69.65,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
3566-HJGPK,No,0.4240459718147972,1,45.55,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
3716-UVSPD,No,0.42395631907810744,1,49.3,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
3130-ICDUP,No,0.4235801156564344,2,80.55,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
5133-POWUA,No,0.4234070394681672,1,45.8,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
0374-IOEGQ,No,0.42335261364058485,3,44.6,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
9927-DSWDF,No,0.42334830890813385,22,104.6,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
4840-ORQXB,No,0.42330326018124526,56,104.75,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1853-ARAAQ,No,0.4229469221440472,26,50.35,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
8158-WPEZG,No,0.42277261061153387,11,35.65,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5404-GGUKR,No,0.4226748733040974,5,51.35,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
4468-KAZHE,No,0.42237582089889275,20,60.0,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
0064-YIJGF,No,0.4223736893436371,27,75.75,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
2178-PMGCJ,No,0.42190170603873645,22,69.7,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
9708-HPXWZ,No,0.42178522446747063,5,45.4,Month-to-month,DSL,Credit card (automatic),Medium Risk (Monitor/Nurture)
6656-JWRQX,No,0.4215447797885407,1,30.55,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
0666-UXTJO,No,0.421144336774381,34,85.2,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
1216-JWVUX,No,0.4207281134055932,25,75.5,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
6135-OZQVA,No,0.4205478197122873,7,53.65,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
3137-LUPIX,No,0.4201560177895869,4,64.4,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
7233-DRTRF,No,0.42001080596365176,63,102.4,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
9576-SYUHJ,No,0.41943027734253213,37,91.15,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1355-KUSBG,No,0.41925836641872105,7,48.8,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5968-VXZLG,No,0.41920003811699585,2,46.6,Month-to-month,DSL,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
8384-FZBJK,No,0.4191500107530772,57,100.6,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
7410-OIEDU,No,0.41900718982229784,10,79.85,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
1469-LBJQJ,No,0.41870944070097976,66,105.2,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1442-BQPVU,No,0.41727446499115406,13,29.15,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
2573-GYRUU,No,0.41657886625250984,48,91.05,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
8096-LOIST,No,0.4165751198112318,19,56.2,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
6988-CJEYV,No,0.4164017638294497,49,98.7,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1228-ZLNBX,No,0.4159559954054033,21,75.3,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
4811-JBUVU,No,0.4159118499597331,30,89.9,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
1230-QAJDW,No,0.4158144742303579,3,65.25,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
9699-UBQFS,No,0.41454174148130146,43,94.5,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1310-QRITU,No,0.4145049580341408,18,50.3,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5886-VLQVU,No,0.41445426937889035,35,89.85,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
2359-KLTEK,No,0.41426231208908226,41,94.9,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
0829-XXPLX,No,0.4136174155450194,20,89.4,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
9469-WEJBT,No,0.41338596444532366,37,90.35,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
4680-KUTAJ,No,0.41315436682114987,11,55.6,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5977-CKHON,No,0.4126970489870025,43,92.55,Month-to-month,Fiber optic,Bank transfer (automatic),Medium Risk (Monitor/Nurture)
7277-OZCGZ,No,0.4126615776094303,22,89.05,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
1816-FLZDK,No,0.412608585896816,1,29.15,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
8782-LKFPK,No,0.4120602219134098,44,90.4,Month-to-month,Fiber optic,Mailed check,Medium Risk (Monitor/Nurture)
0577-WHMEV,No,0.41190274824585704,16,90.7,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
4931-TRZWN,No,0.4117537655334646,13,71.95,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
7682-AZNDK,No,0.41121550868051987,34,89.85,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
9332-GYWLO,No,0.4111838270384382,6,54.85,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
5392-AKEMH,No,0.410625075837316,12,45.05,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
3481-JHUZH,No,0.41026233463092254,41,80.25,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
9408-HRXRK,No,0.4101508779355858,45,105.15,Month-to-month,Fiber optic,Electronic check,Medium Risk (Monitor/Nurture)
2049-BAFNW,No,0.40985737779006354,1,35.9,Month-to-month,DSL,Mailed check,Medium Risk (Monitor/Nurture)
3787-TRIAL,No,0.40979761522496705,21,26.05,Month-to-month,DSL,Electronic check,Medium Risk (Monitor/Nurture)
2105-PHWON,No,0.4096867701328846,33,95.0,Month-to-month,Fiber optic,Credit card (automatic),Medium Risk (Monitor/Nurture)
